IMDB_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,IMDB_rating,RT_rating,Metacritic_rating,Type,Duplicate,Duplicate1
tt5467814,Haters Back Off!,2016–2017,TV-14,14 Oct 2016,30 min,"Comedy, Drama, Family",N/A,"Christopher Ballinger, Colleen Ballinger, Gigi McCreery","Colleen Ballinger, Angela Kinsey, Francesca Reale",English,United States,6.0,,,series,False,False
tt4302938,Kubo and the Two Strings,2016,PG,19 Aug 2016,101 min,"Animation, Action, Adventure",Travis Knight,"Marc Haimes, Chris Butler, Shannon Tindle","Charlize Theron, Art Parkinson, Matthew McConaughey",English,"United States, Japan",7.8,97%,84/100,movie,False,False
tt5347148,A Weekend with the Family,2016,TV-14,01 Apr 2016,82 min,Comedy,Chris Stokes,"Chaz Echols, Marques Houston, Chris Stokes","Marques Houston, Karrueche Tran, Wendy Raquel Robinson",English,United States,4.9,,,movie,False,False
tt6038584,Crazyhead,2016,N/A,19 Oct 2016,60 min,"Comedy, Horror, Sci-Fi",N/A,N/A,"Cara Theobold, Susan Wokoma, Lewis Reeves",English,United Kingdom,7.3,,,series,False,False
tt4341582,Queen of Katwe,2016,PG,30 Sep 2016,124 min,"Biography, Drama, Sport",Mira Nair,"William Wheeler, Tim Crothers","Madina Nalwanga, David Oyelowo, Lupita Nyong'o",English,United States,7.4,94%,73/100,movie,False,False
tt5030402,Little Boxes,2016,Not Rated,14 Apr 2017,84 min,"Comedy, Drama",Rob Meyer,Annie J. Howell,"Melanie Lynskey, Nelsan Ellis, Armani Jackson",English,United States,5.9,67%,52/100,movie,False,False
tt4144332,Deidra & Laney Rob a Train,2017,TV-14,17 Mar 2017,92 min,"Comedy, Crime, Drama",Sydney Freeland,Shelby Farrell,"Ashleigh Murray, Rachel Crow, Lance Gray",English,United States,6.1,92%,65/100,movie,False,False
tt4007248,Hurricane Bianca,2016,TV-MA,19 Sep 2016,84 min,"Comedy, Drama",Matt Kugelman,Matt Kugelman,"Roy Haylock, Lola Botha, Grayson Thorne Kilpatrick","English, Spanish",United States,5.9,,,movie,False,False
tt3159818,Honeytrap,2014,N/A,23 Sep 2016,93 min,"Crime, Drama, Romance",Rebecca Johnson,Rebecca Johnson,"Jessica Sula, Lucien Laviscount, Ntonga Mwanza",English,United Kingdom,5.9,89%,,movie,False,False
tt4971144,Greenleaf,2016–2020,TV-14,21 Jun 2016,60 min,Drama,N/A,Craig Wright,"Merle Dandridge, Kim Hawthorne, Desiree Ross",English,United States,7.4,,,series,False,False
tt4027504,Lazy Eye,2016,Not Rated,11 Nov 2016,87 min,"Comedy, Drama, Romance",Tim Kirkman,Tim Kirkman,"Drew Barr, Lucas Near-Verbrugghe, Michaela Watkins",English,United States,6.3,67%,39/100,movie,False,False
tt5580516,Like Cotton Twines,2016,Not Rated,01 Jun 2016,96 min,Drama,Leila Djansi,Leila Djansi,"Irene Adotey, Adjetey Anang, Miranda Bailey, David Dontoh",English,"USA, Georgia, Ghana",7.7,88%,,movie,False,False
tt0065198,The Wedding Party,1969,Not Rated,09 Apr 1969,92 min,Comedy,"Brian De Palma, Wilford Leach, Cynthia Munroe","Cynthia Munroe, Brian De Palma, Wilford Leach","Valda Setterfield, Raymond McNally, John Braswell",English,United States,4.8,,,movie,False,False
tt6283780,Boy Bye,2016,N/A,N/A,83 min,"Drama, Romance",Chris Stokes,"Marques Houston, Chris Stokes","Wendy Raquel Robinson, Ross Fleming, Tammy Townsend",English,United States,5.4,,,movie,False,False
tt0479500,Nancy Drew,2007,PG,15 Jun 2007,99 min,"Comedy, Crime, Family",Andrew Fleming,"Andrew Fleming, Tiffany Paulsen, Mildred Wirt Benson","Emma Roberts, Tate Donovan, Max Thieriot",English,United States,5.9,49%,53/100,movie,False,False
tt1190689,Nurse Jackie,2009–2015,TV-MA,08 Jun 2009,27 min,"Comedy, Drama",N/A,"Liz Brixius, Evan Dunsky, Linda Wallem","Edie Falco, Merritt Wever, Paul Schulze",English,United States,7.7,,,series,False,False
tt1280822,Drop Dead Diva,2009–2014,TV-PG,12 Jul 2009,60 min,"Comedy, Drama",N/A,Josh Berman,"Brooke Elliott, Margaret Cho, Kate Levering",English,United States,7.4,,,series,False,False
tt0238784,Gilmore Girls,2000–2007,TV-PG,05 Oct 2000,44 min,"Comedy, Drama",N/A,Amy Sherman-Palladino,"Lauren Graham, Alexis Bledel, Keiko Agena",English,United States,8.1,,,series,False,False
tt0098067,Parenthood,1989,PG-13,02 Aug 1989,124 min,"Comedy, Drama",Ron Howard,"Lowell Ganz, Babaloo Mandel, Ron Howard","Steve Martin, Mary Steenburgen, Dianne Wiest","English, Spanish",United States,7.0,91%,82/100,movie,False,False
tt1442109,Life Unexpected,2010–2011,TV-PG,18 Jan 2010,60 min,Drama,N/A,Liz Tigelaar,"Shiri Appleby, Kristoffer Polaha, Britt Robertson",English,"United States, Canada",7.5,,,series,False,False
tt2056366,The Carrie Diaries,2013–2014,TV-14,14 Jan 2013,42 min,"Comedy, Drama, Romance",N/A,Amy Harris,"AnnaSophia Robb, Austin Butler, Ellen Wong",English,United States,7.0,,,series,False,False
tt2177489,Baby Daddy,2012–2017,TV-14,20 Jun 2012,22 min,"Comedy, Drama, Family",N/A,Dan Berendsen,"Jean-Luc Bilodeau, Derek Theler, Melissa Peterman",English,United States,7.4,,,series,False,False
tt1294970,The Angriest Man in Brooklyn,2014,R,23 May 2014,83 min,"Comedy, Drama",Phil Alden Robinson,"Daniel Taplitz, Assi Dayan","Robin Williams, Mila Kunis, Peter Dinklage",English,United States,5.7,9%,21/100,movie,False,False
tt2431438,Sense8,2015–2018,TV-MA,05 Jun 2015,60 min,"Drama, Mystery, Sci-Fi",N/A,"J. Michael Straczynski, Lana Wachowski, Lilly Wachowski","Bae Doona, Jamie Clayton, Tina Desai",English,United States,8.3,,,series,False,False
tt2817246,Girlfriends' Guide to Divorce,2014–2018,TV-14,02 Dec 2014,60 min,"Comedy, Drama",N/A,Marti Noxon,"Lisa Edelstein, Beau Garrett, Necar Zadegan",English,United States,6.9,,,series,False,False
tt3986390,Fried,2014–,N/A,20 Jul 2014,23 min,Comedy,N/A,"Harry Williams, Jack Williams","Mandeep Dhillon, William Melling, Katy Wix",English,United Kingdom,6.2,,,series,False,False
tt1226766,The Great Gilly Hopkins,2015,PG,07 Oct 2016,99 min,"Comedy, Drama, Family",Stephen Herek,"David Paterson, Katherine Paterson","Sophie Nélisse, Kathy Bates, Glenn Close",English,United States,6.5,65%,47/100,movie,False,False
tt4254242,The Magicians,2015–2020,TV-14,16 Dec 2015,60 min,"Drama, Fantasy, Mystery",N/A,"Sera Gamble, John McNamara","Stella Maeve, Hale Appleman, Arjun Gupta",English,"United States, Canada",7.6,,,series,False,False
tt5339440,One Day at a Time,2017–2020,TV-PG,06 Jan 2017,30 min,"Comedy, Drama",N/A,"Gloria Calderon Kellett, Mike Royce","Justina Machado, Todd Grinnell, Isabella Gomez",English,United States,8.2,,,series,False,False
tt2081374,Better Off Single,2016,Not Rated,07 Oct 2016,85 min,Comedy,Benjamin Cox,Benjamin Cox,"Aaron Tveit, Abby Elliott, Lauren Miller Rogen",English,United States,4.3,,,movie,False,False
tt4269746,The Matchbreaker,2016,PG,06 Dec 2016,94 min,"Comedy, Romance",Caleb Vetter,"Caleb Vetter, Wesley Elder, Marshal Younger","Wesley Elder, Christina Grimmie, Osric Chau",English,United States,5.6,58%,,movie,False,False
tt4991512,Tramps,2016,N/A,21 Apr 2017,82 min,"Adventure, Romance",Adam Leon,"Adam Leon, Jamund Washington","Callum Turner, Grace Van Patten, Michal Vondel","English, Polish",United States,6.5,95%,76/100,movie,False,False
tt0139615,Slam,1998,R,07 Oct 1998,100 min,Drama,Marc Levin,"Marc Levin, Richard Stratton, Sonja Sohn","Saul Williams, Sonja Sohn, Bonz Malone",English,United States,7.1,61%,,movie,False,False
tt0120484,The Waterboy,1998,PG-13,06 Nov 1998,90 min,"Comedy, Sport",Frank Coraci,"Tim Herlihy, Adam Sandler","Adam Sandler, Kathy Bates, Henry Winkler",English,United States,6.1,34%,41/100,movie,False,False
tt0147800,10 Things I Hate About You,1999,PG-13,31 Mar 1999,97 min,"Comedy, Drama, Romance",Gil Junger,"Karen McCullah, Kirsten Smith, William Shakespeare","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt","English, French",United States,7.3,69%,70/100,movie,False,False
tt0077631,Grease,1978,PG,16 Jun 1978,110 min,"Musical, Romance",Randal Kleiser,"Jim Jacobs, Warren Casey, Bronte Woodard","John Travolta, Olivia Newton-John, Stockard Channing",English,United States,7.2,75%,70/100,movie,False,False
tt0251127,How to Lose a Guy in 10 Days,2003,PG-13,07 Feb 2003,116 min,"Comedy, Romance",Donald Petrie,"Michele Alexander, Jeannie Long, Kristen Buckley","Kate Hudson, Matthew McConaughey, Adam Goldberg",English,"United States, Germany",6.4,42%,45/100,movie,False,False
tt0437863,The Benchwarmers,2006,PG-13,07 Apr 2006,85 min,"Comedy, Sport",Dennis Dugan,"Allen Covert, Nick Swardson","David Spade, Jon Heder, Rob Schneider","English, Spanish",United States,5.5,13%,25/100,movie,False,False
tt0462590,Step Up,2006,PG-13,11 Aug 2006,104 min,"Crime, Drama, Music",Anne Fletcher,"Duane Adler, Melissa Rosenberg","Channing Tatum, Jenna Dewan, Damaine Radcliff",English,United States,6.5,21%,48/100,movie,False,False
tt0810900,High School Musical 2,2007,TV-G,17 Aug 2007,104 min,"Comedy, Drama, Family, Music, Musical, Romance",Kenny Ortega,"Peter Barsocchini (based on characters created by), Peter Barsocchini","Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel",English,United States,5.1,83%,,movie,False,False
tt1099212,Twilight,2008,PG-13,21 Nov 2008,122 min,"Drama, Fantasy, Romance",Catherine Hardwicke,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Billy Burke",English,United States,5.2,49%,56/100,movie,False,False
tt0327597,Coraline,2009,PG,06 Feb 2009,100 min,"Animation, Drama, Family",Henry Selick,"Henry Selick, Neil Gaiman","Dakota Fanning, Teri Hatcher, John Hodgman","English, Russian",United States,7.7,90%,80/100,movie,False,False
tt1114677,Hannah Montana: The Movie,2009,G,10 Apr 2009,102 min,"Comedy, Drama, Family",Peter Chelsom,"Dan Berendsen, Michael Poryes, Richard Correll","Miley Cyrus, Emily Osment, Billy Ray Cyrus",English,United States,4.6,43%,47/100,movie,False,False
tt0390022,Friday Night Lights,2004,PG-13,08 Oct 2004,118 min,"Action, Drama, Sport",Peter Berg,"Buzz Bissinger, David Aaron Cohen, Peter Berg","Billy Bob Thornton, Jay Hernandez, Derek Luke",English,"Germany, United States",7.2,82%,70/100,movie,False,False
tt1579247,StarStruck,2010,TV-G,14 Feb 2010,90 min,"Comedy, Family, Music, Romance",Michael Grossman,"Barbara Johns (teleplay), Annie DeYoung (teleplay), Barbara Johns (story)","Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Mychal Smith",English,United States,6.1,,,movie,False,False
tt1679235,Mean Girls 2,2011,PG-13,23 Jan 2011,96 min,Comedy,Melanie Mayron,"Cliff Ruby, Elana Lesser, Allison Schroeder","Meaghan Martin, Donn Lamkin, Linden Ashby, Dan Coleman",English,United States,4.1,,,movie,False,False
tt0165598,That '70s Show,1998–2006,TV-14,23 Aug 1998,22 min,"Comedy, Drama, Romance",N/A,"Mark Brazill, Bonnie Turner, Terry Turner","Topher Grace, Laura Prepon, Mila Kunis",English,United States,8.0,,,series,False,False
tt1094229,Heartland,2007–,TV-PG,14 Oct 2007,45 min,"Drama, Family",N/A,Murray Shostak,"Amber Marshall, Shaun Johnston, Michelle Morgan",English,Canada,8.4,,,series,False,False
tt1758772,Switched at Birth,2011–2017,TV-14,06 Jun 2011,60 min,"Drama, Family, Romance",N/A,Lizzy Weiss,"Katie Leclerc, Vanessa Marano, Constance Marie","English, American Sign , Spanish",United States,7.7,,,series,False,False
tt1832979,Hart of Dixie,2011–2015,TV-PG,26 Sep 2011,60 min,"Comedy, Drama, Romance",N/A,Leila Gerstein,"Rachel Bilson, Jaime King, Cress Williams",English,United States,7.7,,,series,False,False
tt1702439,Safe Haven,2013,PG-13,14 Feb 2013,115 min,"Drama, Romance, Thriller",Lasse Hallström,"Dana Stevens, Gage Lansky, Nicholas Sparks","Julianne Hough, Josh Duhamel, Cobie Smulders","English, Portuguese",United States,6.7,14%,34/100,movie,False,False
tt2477230,The Night Shift,2014–2017,TV-14,27 May 2014,42 min,"Drama, Romance",N/A,"Jeff Judah, Gabe Sachs","Eoin Macken, Jill Flint, Brendan Fehr",English,United States,7.4,,,series,False,False
tt2710394,Reign,2013–2017,TV-14,17 Oct 2013,42 min,"Drama, Fantasy",N/A,"Laurie McCarthy, Stephanie Sengupta","Adelaide Kane, Megan Follows, Celina Sinden",English,United States,7.5,,,series,False,False
tt3986586,Fuller House,2016–2020,TV-G,26 Feb 2016,30 min,"Comedy, Family",N/A,Jeff Franklin,"Candace Cameron Bure, Jodie Sweetin, Andrea Barber",English,United States,6.7,,,series,False,False
tt5435008,Gilmore Girls: A Year in the Life,2016,TV-14,25 Nov 2016,370 min,"Comedy, Drama",N/A,Amy Sherman-Palladino,"Lauren Graham, Alexis Bledel, Scott Patterson",English,United States,7.6,,,series,False,False
tt0209475,The Wedding Planner,2001,PG-13,26 Jan 2001,103 min,"Comedy, Romance",Adam Shankman,"Pamela Falk, Michael Ellis","Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras","English, Italian","Germany, United States",5.3,,33/100,movie,False,False
tt0221027,Blow,2001,R,06 Apr 2001,124 min,"Biography, Crime, Drama",Ted Demme,"Bruce Porter, David McKenna, Nick Cassavetes","Johnny Depp, Penélope Cruz, Franka Potente",English,"United States, Mexico",7.6,55%,52/100,movie,False,False
tt0475293,High School Musical,2006,TV-G,20 Jan 2006,98 min,"Comedy, Drama, Family, Music, Musical, Romance",Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel","English, Spanish",United States,5.5,63%,,movie,False,False
tt0460627,Bones,2005–2017,TV-14,13 Sep 2005,40 min,"Comedy, Crime, Drama",N/A,Hart Hanson,"Emily Deschanel, David Boreanaz, Michaela Conlin","English, Spanish",United States,7.8,,,series,False,False
tt1197624,Law Abiding Citizen,2009,R,16 Oct 2009,109 min,"Action, Crime, Drama",F. Gary Gray,Kurt Wimmer,"Gerard Butler, Jamie Foxx, Leslie Bibb",English,United States,7.4,26%,34/100,movie,False,False
tt0364845,NCIS: Naval Criminal Investigative Service,2003–,TV-14,23 Sep 2003,60 min,"Action, Crime, Drama",N/A,"Donald P. Bellisario, Don McGill","Mark Harmon, David McCallum, Sean Murray",English,United States,7.7,,,series,False,False
tt0859592,Army Wives,2007–2013,TV-PG,01 Mar 2007,60 min,"Drama, Romance, War",N/A,Katherine Fugate,"Brian McNamara, Wendy Davis, Catherine Bell",English,United States,7.3,,,series,False,False
tt0972412,Private Practice,2007–2013,TV-14,19 Sep 2007,60 min,"Comedy, Drama, Romance",N/A,Shonda Rhimes,"Kate Walsh, Paul Adelstein, KaDee Strickland",English,United States,6.7,,,series,False,False
tt1837642,Revenge,2011–2015,TV-14,21 Sep 2011,44 min,"Drama, Mystery, Thriller",N/A,Mike Kelley,"Madeleine Stowe, Emily VanCamp, Gabriel Mann","English, French, Italian, Spanish",United States,7.8,,,series,False,False
tt1837576,Scandal,2012–2018,TV-14,05 Apr 2012,43 min,"Drama, Thriller",N/A,Shonda Rhimes,"Kerry Washington, Darby Stanchfield, Katie Lowes",English,United States,7.7,,,series,False,False
tt1915581,Magic Mike,2012,R,29 Jun 2012,110 min,"Comedy, Drama",Steven Soderbergh,Reid Carolin,"Channing Tatum, Alex Pettyfer, Olivia Munn",English,United States,6.1,79%,72/100,movie,False,False
tt2083383,Trouble with the Curve,2012,PG-13,21 Sep 2012,111 min,"Drama, Sport",Robert Lorenz,Randy Brown,"Clint Eastwood, Amy Adams, John Goodman",English,United States,6.8,51%,58/100,movie,False,False
tt2224026,Home,2015,PG,27 Mar 2015,94 min,"Animation, Adventure, Comedy",Tim Johnson,"Tom J. Astle, Matt Ember, Adam Rex","Jim Parsons, Rihanna, Steve Martin","English, French",United States,6.6,52%,55/100,movie,False,False
tt3231286,Skin Wars,2014–,TV-14,N/A,60 min,Reality-TV,N/A,N/A,"RuPaul, Craig Tracy, Robin Slonina",English,United States,7.1,,,series,False,False
tt0411008,Lost,2004–2010,TV-14,22 Sep 2004,44 min,"Adventure, Drama, Fantasy",N/A,"J.J. Abrams, Jeffrey Lieber, Damon Lindelof","Jorge Garcia, Josh Holloway, Yunjin Kim","English, Portuguese, Spanish, Arabic, French, Korean, German, Latin, Russian, Japanese",United States,8.3,80%,,series,False,False
tt0439100,Weeds,2005–2012,TV-MA,07 Aug 2005,28 min,"Comedy, Crime, Drama",N/A,Jenji Kohan,"Mary-Louise Parker, Hunter Parrish, Alexander Gould","English, Spanish",United States,7.9,,,series,False,False
tt0758790,The Tudors,2007–2010,TV-MA,01 Apr 2007,60 min,"Drama, History, Romance",N/A,Michael Hirst,"Jonathan Rhys Meyers, Henry Cavill, Anthony Brophy","English, Spanish, French, Portuguese, Latin, German, Italian","Ireland, Canada, United States, United Kingdom",8.1,,,series,False,False
tt1235099,Lie to Me,2009–2011,TV-14,21 Jan 2009,43 min,"Crime, Drama, Mystery",N/A,Samuel Baum,"Tim Roth, Kelli Williams, Brendan Hines",English,United States,8.0,,,series,False,False
tt0158552,Charmed,1998–2006,TV-14,07 Oct 1998,42 min,"Drama, Fantasy, Mystery",N/A,Constance M. Burge,"Holly Marie Combs, Alyssa Milano, Brian Krause",English,United States,7.1,,,series,False,False
tt1358522,White Collar,2009–2014,TV-PG,23 Oct 2009,40 min,"Comedy, Crime, Drama",N/A,Jeff Eastin,"Matt Bomer, Tim DeKay, Willie Garson","French, English",United States,8.2,,,series,False,False
tt1856010,House of Cards,2013–2018,TV-MA,01 Feb 2013,51 min,Drama,N/A,Beau Willimon,"Kevin Spacey, Michel Gill, Robin Wright",English,United States,8.7,,,series,False,False
tt1637727,The Killing,2011–2014,TV-14,03 Apr 2011,45 min,"Crime, Drama, Mystery",N/A,Veena Sud,"Mireille Enos, Joel Kinnaman, Billy Campbell",English,"United States, Canada",8.2,,,series,False,False
tt1758610,Unconditional,2012,PG-13,21 Sep 2012,92 min,"Biography, Crime, Drama",Brent McCorkle,Brent McCorkle,"Lynn Collins, Michael Ealy, Bruce McGill",English,United States,7.2,75%,,movie,False,False
tt2741602,The Blacklist,2013–,TV-14,23 Sep 2013,43 min,"Crime, Drama, Mystery",N/A,Jon Bokenkamp,"James Spader, Megan Boone, Diego Klattenhoff",English,United States,8.0,,,series,False,False
tt2262532,The Fosters,2013–2018,TV-14,03 Jun 2013,60 min,"Drama, Romance",N/A,"Bradley Bredeweg, Peter Paige","Teri Polo, Sherri Saum, Hayden Byerly",English,United States,7.9,,,series,False,False
tt2288064,Witches of East End,2013–2014,TV-14,06 Oct 2013,60 min,"Comedy, Drama, Fantasy",N/A,Maggie Friedman,"Julia Ormond, Jenna Dewan, Rachel Boston",English,United States,7.6,,,series,False,False
tt2365946,Bitten,2014–2016,TV-MA,13 Jan 2014,44 min,"Drama, Fantasy, Horror",N/A,N/A,"Laura Vandervoort, Greyston Holt, Greg Bryk",English,Canada,7.0,,,series,False,False
tt3300542,London Has Fallen,2016,R,04 Mar 2016,99 min,"Action, Thriller",Babak Najafi,"Creighton Rothenberger, Katrin Benedikt, Christian Gudegast","Gerard Butler, Aaron Eckhart, Morgan Freeman","English, Italian, French, Japanese","United States, United Kingdom, Bulgaria",5.9,28%,28/100,movie,False,False
tt3520702,Bloodline,2015–2017,TV-MA,20 Mar 2015,60 min,"Drama, Thriller",N/A,"Glenn Kessler, Todd A. Kessler, Daniel Zelman","Kyle Chandler, Ben Mendelsohn, Linda Cardellini",English,United States,7.9,,,series,False,False
tt2955402,Velvet,2013–2016,TV-14,01 Dec 2014,43 min,"Adventure, Drama, Romance",N/A,N/A,"Paula Echevarría, Miguel Ángel Silvestre, Aitana Sánchez-Gijón",Spanish,Spain,8.1,,,series,False,False
tt4786824,The Crown,2016–,TV-MA,04 Nov 2016,58 min,"Biography, Drama, History",N/A,Peter Morgan,"Claire Foy, Olivia Colman, Imelda Staunton",English,United Kingdom,8.6,,,series,False,False
tt3467380,Kurt Seyit ve Sura,2014,N/A,04 Mar 2014,46 min,"Drama, History, Romance",N/A,N/A,"Kivanç Tatlitug, Farah Zeynep Abdullah, Caglar Ertugrul",Turkish,Turkey,7.2,,,series,False,False
tt3230780,The Returned,2015,TV-14,09 Mar 2015,42 min,"Drama, Fantasy, Horror",N/A,Carlton Cuse,"Kevin Alejandro, Agnes Bruckner, India Ennenga",English,United States,7.1,,,series,False,False
tt2980554,The Girl in the Book,2015,Not Rated,11 Dec 2015,86 min,Drama,Marya Cohn,Marya Cohn,"Emily VanCamp, Courtney Daniels, Jordan Lage",English,United States,6.1,93%,68/100,movie,False,False
tt4428122,Quantico,2015–2018,TV-14,27 Sep 2015,42 min,"Crime, Drama, Mystery",N/A,Joshua Safran,"Priyanka Chopra Jonas, Jake McLaughlin, Johanna Braddy",English,United States,6.7,,,series,False,False
tt5089786,100 metros,2016,N/A,10 Mar 2017,108 min,"Biography, Comedy, Drama",Marcel Barrena,Marcel Barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez",Spanish,"Spain, Portugal",7.5,,,movie,False,False
tt0773262,Dexter,2006–2013,TV-MA,01 Oct 2006,53 min,"Crime, Drama, Mystery",N/A,James Manos Jr.,"Michael C. Hall, Jennifer Carpenter, David Zayas","English, Spanish",United States,8.6,,,series,False,False
tt1103987,Leverage,2008–2012,TV-PG,07 Dec 2008,42 min,"Crime, Mystery, Thriller",N/A,"Chris Downey, John Rogers","Timothy Hutton, Gina Bellman, Christian Kane",English,United States,7.9,,,series,False,False
tt0810788,Burn Notice,2007–2013,TV-PG,28 Jun 2007,44 min,"Action, Crime, Drama",N/A,Matt Nix,"Jeffrey Donovan, Gabrielle Anwar, Bruce Campbell",English,United States,7.9,,,series,False,False
tt1474684,Luther,2010–2019,TV-MA,17 Oct 2010,60 min,"Crime, Drama, Mystery",N/A,Neil Cross,"Idris Elba, Dermot Crowley, Michael Smiley",English,United Kingdom,8.4,,,series,False,False
tt1600194,Hawaii Five-0,2010–2020,TV-14,20 Sep 2010,42 min,"Action, Crime, Drama",N/A,"Peter M. Lenkov, Alex Kurtzman, Leonard Freeman","Alex O'Loughlin, Scott Caan, Taylor Wily",English,United States,7.3,,,series,False,False
tt0116830,Last Man Standing,1996,R,20 Sep 1996,101 min,"Action, Crime, Drama",Walter Hill,"Ryûzô Kikushima, Akira Kurosawa, Walter Hill","Bruce Willis, Bruce Dern, William Sanderson","English, Spanish",United States,6.4,37%,,movie,False,False
tt1839578,Person of Interest,2011–2016,TV-14,22 Sep 2011,43 min,"Action, Crime, Drama",N/A,Jonathan Nolan,"Jim Caviezel, Taraji P. Henson, Kevin Chapman",English,United States,8.4,,,series,False,False
tt1821681,Touch,2012–2013,TV-PG,25 Jan 2012,43 min,"Drama, Mystery, Sci-Fi",N/A,Tim Kring,"Kiefer Sutherland, David Mazouz, Gugu Mbatha-Raw",English,United States,7.3,,,series,False,False
tt1590961,Breakout Kings,2011–2012,TV-14,06 Mar 2011,43 min,"Crime, Drama, Thriller",N/A,"Matt Olmstead, Nick Santora","Domenick Lombardozzi, Brooke Nevin, Malcolm Goodwin",English,United States,7.3,,,series,False,False
tt2071645,The Following,2013–2015,TV-14,21 Jan 2013,43 min,"Crime, Drama, Horror",N/A,Kevin Williamson,"Kevin Bacon, James Purefoy, Shawn Ashmore",English,United States,7.4,,,series,False,False
tt1688779,"Drugs, Inc.",2010–,TV-14,11 Jul 2010,44 min,"Documentary, Crime",N/A,N/A,"Mike Secher, Alex Cameron Dimez, Derrick Hesselein",English,United States,7.8,,,series,False,False
tt1836037,Longmire,2012–2017,TV-14,03 Jun 2012,60 min,"Action, Crime, Drama",N/A,"Hunt Baldwin, John Coveny","Robert Taylor, Katee Sackhoff, Lou Diamond Phillips","English, French",United States,8.3,,,series,False,False
tt2183641,Ripper Street,2012–2016,TV-MA,19 Jan 2013,59 min,"Crime, Drama, Mystery",N/A,Richard Warlow,"Matthew Macfadyen, Adam Rothenberg, MyAnna Buring",English,"United Kingdom, Ireland",8.1,,,series,False,False
tt0460791,The Fall,2006,R,30 May 2008,117 min,"Adventure, Drama, Fantasy",Tarsem Singh,"Dan Gilroy, Nico Soultanakis, Tarsem Singh","Lee Pace, Catinca Untaru, Justine Waddell","English, Romanian, Latin","United States, South Africa, India",7.9,61%,64/100,movie,False,False
tt1888075,Death in Paradise,2011–,TV-PG,25 Oct 2011,60 min,"Comedy, Crime, Drama",N/A,Robert Thorogood,"Elizabeth Bourgine, Danny John-Jules, Don Warrington","English, French, Spanish","United Kingdom, France, United States",7.8,,,series,False,False
tt6243582,Marvel's Agents of S.H.I.E.L.D.: Academy,2016,N/A,09 Mar 2016,4 min,"Action, Sci-Fi",N/A,N/A,"Ralph Lammie Jr., Noelle Ann Mabry",English,United States,7.0,,,series,False,False
tt2427220,Crossing Lines,2013–2015,TV-14,23 Jun 2013,43 min,"Action, Crime, Drama",N/A,Edward Allen Bernero,"Tom Wlaschiha, Donald Sutherland, Lara Rossi",English,"France, Germany, Belgium, United States",7.3,,,series,False,False
tt1885102,Transporter: The Series,2012–2014,TV-14,29 Nov 2012,48 min,"Action, Crime",N/A,N/A,"Chris Vance, François Berléand, Charly Hübner",English,"Canada, France, United States, Germany",6.5,,,series,False,False
tt3749900,Gotham,2014–2019,TV-14,22 Sep 2014,42 min,"Action, Crime, Drama",N/A,Bruno Heller,"Ben McKenzie, Jada Pinkett Smith, Donal Logue","English, Russian, Italian, French, Spanish, Arabic",United States,7.8,,,series,False,False
tt3551796,American Odyssey,2015,TV-14,05 Apr 2015,60 min,"Action, Drama, Thriller",N/A,"Adam Armus, Nora Kay Foster, Peter Horton","Anna Friel, Peter Facinelli, Jake Robinson",English,United States,7.3,,,series,False,False
tt5221584,Aquarius,2016,Not Rated,01 Sep 2016,146 min,Drama,Kleber Mendonça Filho,Kleber Mendonça Filho,"Sônia Braga, Maeve Jinkings, Irandhir Santos",Portuguese,"Brazil, France",7.5,97%,88/100,movie,False,False
tt3729898,Hap and Leonard,2016–2018,TV-MA,02 Mar 2016,60 min,"Crime, Drama, Mystery",N/A,"Nick Damici, Jim Mickle","James Purefoy, Michael Kenneth Williams, Tiffany Mack",N/A,United States,7.7,,,series,False,False
tt0120036,Rosewood,1997,R,21 Feb 1997,140 min,"Action, Drama, History",John Singleton,Gregory Poirier,"Jon Voight, Ving Rhames, Don Cheadle",English,United States,7.2,87%,71/100,movie,False,False
tt1219289,Limitless,2011,PG-13,18 Mar 2011,105 min,"Sci-Fi, Thriller",Neil Burger,"Leslie Dixon, Alan Glynn","Bradley Cooper, Anna Friel, Abbie Cornish","English, Russian, Italian, Mandarin, French","United States, Mexico",7.4,69%,59/100,movie,False,False
tt5651844,Travelers,2016–2018,TV-MA,23 Dec 2016,45 min,"Drama, Mystery, Sci-Fi",N/A,Brad Wright,"Eric McCormack, MacKenzie Porter, Nesta Cooper",English,"Canada, United States",8.1,,,series,False,False
tt2375720,The Doctor Blake Mysteries,2013–2018,TV-14,24 Nov 2013,57 min,"Crime, Drama, Mystery",N/A,"George Adams, Tony Wright","Nadine Garner, Craig McLachlan, Charlie Cousins",English,Australia,8.1,,,series,False,False
