IMDB_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,IMDB_rating,RT_rating,Metacritic_rating,Type,Duplicate,Duplicate1
tt0824779,The U.N.I.T Family: Part One,2006,N/A,19 Jun 2006,35 min,"Documentary, Short",N/A,N/A,"Dallas Cavell, Geoffrey Cheshire, Nicholas Courtney, Paul Darrow",English,United Kingdom,6.7,,,movie,False,False
tt0200276,The West Wing,1999–2006,TV-14,22 Sep 1999,44 min,Drama,N/A,Aaron Sorkin,"Martin Sheen, Rob Lowe, Allison Janney",English,United States,8.8,,,series,False,False
tt1595859,Blue Bloods,2010–,TV-14,24 Sep 2010,43 min,"Crime, Drama, Mystery",N/A,"Mitchell Burgess, Robin Green","Donnie Wahlberg, Bridget Moynahan, Will Estes",English,United States,7.6,,,series,False,False
tt0247882,Forensic Files,1996–2011,TV-14,21 Apr 1996,30 min,"Documentary, Crime",N/A,Paul Dowling,"Peter Thomas, Tom Bevel, Skip Palenik",English,United States,8.8,,,series,False,False
tt2183404,Rectify,2013–2016,TV-14,22 Apr 2013,60 min,Drama,N/A,Ray McKinnon,"Aden Young, Abigail Spencer, J. Smith-Cameron",English,United States,8.3,,,series,False,False
tt3488298,American Crime,2015–2017,TV-14,05 Mar 2015,43 min,"Crime, Drama",N/A,John Ridley,"Felicity Huffman, Regina King, Timothy Hutton",English,United States,7.8,,,series,False,False
tt3501074,Madam Secretary,2014–2019,TV-PG,21 Sep 2014,45 min,Drama,N/A,Barbara Hall,"Téa Leoni, Tim Daly, Erich Bergen",English,United States,7.6,,,series,False,False
tt0107688,The Nightmare Before Christmas,1993,PG,29 Oct 1993,76 min,"Animation, Family, Fantasy",Henry Selick,"Tim Burton, Michael McDowell, Caroline Thompson","Danny Elfman, Chris Sarandon, Catherine O'Hara",English,United States,8.0,95%,82/100,movie,False,False
tt0267913,Scooby-Doo,2002,PG,14 Jun 2002,86 min,"Adventure, Comedy, Family",Raja Gosnell,"James Gunn, Craig Titley, William Hanna","Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar",English,"United States, Australia",5.1,30%,35/100,movie,False,False
tt0371606,Chicken Little,2005,G,04 Nov 2005,81 min,"Animation, Adventure, Comedy",Mark Dindal,"Mark Dindal, Mark Kennedy, Steve Bencich","Zach Braff, Joan Cusack, Garry Marshall",English,United States,5.7,36%,48/100,movie,False,False
tt1291150,Teenage Mutant Ninja Turtles,2014,PG-13,08 Aug 2014,101 min,"Action, Adventure, Comedy",Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner","English, Japanese",United States,5.8,21%,31/100,movie,False,False
tt0458290,Star Wars: The Clone Wars,2008–2020,TV-PG,03 Oct 2008,23 min,"Animation, Action, Adventure",N/A,George Lucas,"Tom Kane, Dee Bradley Baker, Matt Lanter",English,United States,8.3,,,series,False,False
tt0108526,We're Back! A Dinosaur's Story,1993,G,24 Nov 1993,72 min,"Animation, Adventure, Comedy","Phil Nibbelink, Simon Wells, Dick Zondag","John Patrick Shanley, Hudson Talbott","John Goodman, Charles Fleischer, Blaze Berdahl",English,"United States, United Kingdom",6.1,38%,,movie,False,False
tt1286650,Thomas,2008,N/A,22 Dec 2008,70 min,Drama,Miika Soini,"Kjell Askildsen, Miika Soini","Lasse Pöysti, Mauri Heikkilä, Visa Koiso-Kanttila",Finnish,Finland,7.0,,,movie,False,False
tt1142473,Dino Squad,2007–2008,TV-PG,03 Nov 2007,30 min,Animation,N/A,N/A,"Sarah Heinke, Dana Donlan, Kelcey Watson",English,United States,5.5,,,series,False,False
tt2108482,Cars Toons: Mater's Tall Tales,2010,N/A,02 Nov 2010,38 min,"Animation, Short, Adventure","Rob Gibbs, John Lasseter",N/A,"Larry the Cable Guy, Keith Ferguson, Lori Alan",English,United States,7.0,,,movie,False,False
tt3725800,Leapfrog: The Amazing Alphabet Amusement Park,2011,Not Rated,18 Jan 2011,36 min,"Animation, Short",N/A,N/A,Ryan Seacrest,English,United States,7.9,,,movie,False,False
tt0852863,Phineas and Ferb,2007–2015,TV-G,17 Aug 2007,15 min,"Animation, Action, Comedy",N/A,"Jeff 'Swampy' Marsh, Dan Povenmire","Vincent Martella, Thomas Brodie-Sangster, Dan Povenmire",English,"United States, South Korea, China, Taiwan",8.0,,,series,False,False
tt0398417,The Batman,2004–2008,TV-Y7,11 Sep 2004,30 min,"Animation, Action, Adventure",N/A,Bill Finger,"Rino Romano, Alastair Duncan, Evan Sabara",English,United States,7.3,,,series,False,False
tt0974015,Justice League,2017,PG-13,17 Nov 2017,120 min,"Action, Adventure, Fantasy",Zack Snyder,"Jerry Siegel, Joe Shuster, Chris Terrio","Ben Affleck, Gal Gadot, Jason Momoa","English, Irish Gaelic, Russian, Icelandic","United States, Canada, United Kingdom",6.1,40%,45/100,movie,False,False
tt6025022,Justice League Unlimited,2004–2006,TV-Y7-FV,31 Jul 2004,23 min,"Animation, Action, Adventure",N/A,Jack Kirby,"George Newbern, Kevin Conroy, Phil LaMarr",English,United States,8.7,,,series,False,False
tt0106064,Mighty Morphin Power Rangers,1993–1996,TV-Y7,28 Aug 1993,30 min,"Action, Adventure, Family",N/A,"Shuki Levy, Haim Saban","Richard Steven Horvitz, David Yost, Ed Neil",English,"United States, Japan",6.5,,,series,False,False
tt1641384,Young Justice,2010–,TV-PG,26 Nov 2010,23 min,"Animation, Action, Adventure",N/A,"Greg Weisman, Brandon Vietti, Geoff Johns","Jesse McCartney, Danica McKellar, Nolan North",English,United States,8.6,,,series,False,False
tt0096707,The Super Mario Bros. Super Show!,1989,TV-Y7,04 Sep 1989,30 min,"Animation, Action, Adventure",N/A,N/A,"Lou Albano, Harvey Atkin, John Stocker",English,"United States, Canada",6.2,,,series,False,False
tt0115319,Power Rangers Zeo,1996–1997,TV-Y7,20 Apr 1996,21 min,"Action, Adventure, Family, Fantasy, Sci-Fi",N/A,N/A,"Catherine Sutherland, Nakia Burrise, Steve Cardenas, Johnny Yong Bosch",English,"USA, France, Japan",6.6,,,series,False,False
tt2080922,Oscar's Oasis,2011–,N/A,04 Jul 2011,7 min,"Animation, Adventure, Comedy",N/A,Benjamin Townsend,"Marie Facundo, Sly Johnson, Martial Le Minoux",English,France,7.5,,,series,False,False
tt1659175,Transformers Prime,2010–2013,TV-Y7,26 Nov 2010,30 min,"Animation, Action, Adventure",N/A,"Duane Capizzi, Jeff Kline, Alex Kurtzman","Peter Cullen, Sumalee Montano, Jeffrey Combs",English,United States,7.9,,,series,False,False
tt1832789,The Adventures of Chuck & Friends,2010–,N/A,15 Oct 2010,N/A,"Animation, Family",N/A,N/A,"Stacey DePass, Fab Filippo, Darren Frost",English,"United States, Canada",5.8,,,series,False,False
tt2139371,Transformers: Rescue Bots,2011–2016,TV-Y7,17 Dec 2011,20 min,"Animation, Short, Action",N/A,"Nicole Dubuc, Brian Hohlfeld, Jeff Kline","Lacey Chabert, Elan Garfias, Maurice LaMarche",English,"Canada, United States",6.5,,,series,False,False
tt3322904,Lego Marvel Super Heroes: Maximum Overload,2013,N/A,05 Nov 2013,22 min,"Animation, Short, Action",N/A,N/A,"Steve Blum, Greg Cipes, Tony Matthews",English,United States,6.4,,,series,False,False
tt1472584,Max Steel,2016,PG-13,14 Oct 2016,92 min,"Action, Adventure, Fantasy",Stewart Hendler,Christopher L. Yost,"Ben Winchell, Josh Brener, Maria Bello",English,"United Kingdom, United States",4.6,,22/100,movie,False,False
tt2788526,Transformers Prime Beast Hunters: Predacons Rising,2013,Not Rated,04 Oct 2013,65 min,"Animation, Action, Family, Sci-Fi","Vinton Heuck, Scooter Tidwell, Todd Waterman, David Hartman","Roberto Orci (developed for television by), Alex Kurtzman (developed for television by), Duane Capizzi (developed for television by), Jeff Kline (developed for television by), Duane Capizzi, Marsha F. Griffin, Steven Melching","Peter Cullen, Frank Welker, Steve Blum, Jeffrey Combs",English,United States,7.5,,,movie,False,False
tt3692064,VeggieTales in the House,2014–2016,TV-Y,26 Nov 2014,N/A,"Animation, Short, Adventure",N/A,N/A,"Phil Vischer, Mike Nawrocki, Tress MacNeille",N/A,United States,4.4,,,series,False,False
tt3807022,All Hail King Julien,2014–2017,TV-Y7,19 Dec 2014,23 min,"Animation, Adventure, Comedy",N/A,N/A,"Danny Jacobs, Andy Richter, Kevin Michael Richardson",English,United States,7.1,,,series,False,False
tt5462936,Kong: King of the Apes,2016–2018,TV-Y7,15 Apr 2016,N/A,"Animation, Action, Adventure",N/A,N/A,"Viv Leacock, Lee Tockar, Vincent Tong","English, Spanish, French, German, Mandarin","United States, Japan, Canada",5.8,,,series,False,False
tt5272052,Marvel Super Hero Adventures: Frost Fight!,2015,PG,11 Dec 2015,73 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Eric Radomski, Mitch Schauer","Mark Banker, Joe Simon (created by: Captain America), Jack Kirby (created by: Captain America), Bill Mantlo (created by: Rocket Raccoon), Keith Giffen (created by: Rocket Raccoon)","Mick Wingert, Matthew Mercer, Travis Willingham, Fred Tatasciore",English,United States,5.2,,,movie,False,False
tt4458404,Slugterra: Slug Fu Showdown,2015,Not Rated,01 Feb 2015,43 min,Short,Clint Butler(co-director),N/A,"Sam Vincent, Andrew Francis, Lee Tockar, Shannon Chan-Kent",N/A,N/A,8.2,,,movie,False,False
tt1396212,Dinotrux,2015–2017,TV-Y7-FV,14 Aug 2015,N/A,"Animation, Short, Action",N/A,N/A,"Andrew Francis, Richard Ian Cox, Ashleigh Ball","English, French",United States,6.9,,,series,False,False
tt4189294,Lego DC Comics: Batman Be-Leaguered,2014,TV-Y7,27 Oct 2014,22 min,"Animation, Short, Action",Rick Morales,"James Krieg, Jerry Siegel, Joe Shuster","Dee Bradley Baker, Troy Baker, John DiMaggio",English,United States,6.5,,,movie,False,False
tt3521854,Power Rangers Dino Charge,2015–2016,TV-Y7,07 Feb 2015,21 min,"Action, Adventure, Family",N/A,Haim Saban,"Brennan Mejia, Camille Hyde, Yoshi Sudarso",English,United States,6.5,,,series,False,False
tt3161448,Bunks,2013,PG,16 Jun 2014,80 min,"Comedy, Family",Tibor Takács,"Tim Burns (story by), Tim Burns (teleplay by), Mike Kiss (teleplay by), Tom McGillis (story by), Jennifer Pertsch (story by), Jennifer Pertsch (teleplay by)","Dylan Schmid, Aidan Shipley, Emilia McCarthy, Atticus Mitchell",English,Canada,5.4,,,movie,False,False
tt3040964,The Jungle Book,2016,PG,15 Apr 2016,106 min,"Adventure, Drama, Family",Jon Favreau,"Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley","English, Hindi, Bengali, Kannada, Telugu, Tamil, Assamese, Gujarati, Urdu, Oriya, Punjabi, Malayalam, Marathi, Rajasthani, Haryanvi, Nepali","United Kingdom, United States",7.4,94%,77/100,movie,False,False
tt6095472,The Angry Birds Movie 2,2019,PG,14 Aug 2019,97 min,"Animation, Adventure, Comedy","Thurop Van Orman, John Rice","Peter Ackerman, Eyal Podell, Jonathon E. Stewart","Jason Sudeikis, Josh Gad, Leslie Jones",English,"Finland, United States, Canada",6.4,73%,60/100,movie,False,False
tt2709768,The Secret Life of Pets,2016,PG,08 Jul 2016,87 min,"Animation, Adventure, Comedy","Chris Renaud, Yarrow Cheney","Cinco Paul, Ken Daurio, Brian Lynch","Louis C.K., Eric Stonestreet, Kevin Hart",English,"United States, France, Japan",6.5,72%,61/100,movie,False,False
tt3562366,The Furchester Hotel,2014–,N/A,26 Sep 2016,N/A,Family,N/A,Belinda Ward,"Neil Sterenberg, Mikey Brett, Warrick Brownlow-Pike",English,"United Kingdom, United States",7.2,,,series,False,False
tt1985949,Angry Birds,2016,PG,20 May 2016,97 min,"Animation, Adventure, Comedy","Clay Kaytis, Fergal Reilly","Jon Vitti, Mikael Hed, Mikko Pöllä","Jason Sudeikis, Josh Gad, Danny McBride",English,"Finland, United States, Canada",6.3,43%,43/100,movie,False,False
tt4648640,Talking Tom and Friends,2014–,TV-G,23 Dec 2014,11 min,"Animation, Action, Adventure",N/A,"Boris Dolenc, Samo Login, Tom Martin","Tom Kenny, Colin Hanks, James Adomian",English,Cyprus,6.3,,,series,False,False
tt5127574,Nexo Knights,2015–,TV-Y7,13 Dec 2015,N/A,"Animation, Action, Comedy",N/A,Mikkel Lee,"Erin Mathews, Alessandro Juliani, Ian Hanlin",English,Denmark,5.4,,,series,False,False
tt0208185,An Extremely Goofy Movie,2000,G,29 Feb 2000,79 min,"Animation, Comedy, Family, Sport",Douglas McCarthy,"Scott Spencer Gorden (screenplay by), Hillary Carlip (additional screenplay material by)","Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings",English,"USA, Australia",6.4,63%,,movie,False,False
tt0129167,The Iron Giant,1999,PG,06 Aug 1999,86 min,"Animation, Action, Adventure",Brad Bird,"Tim McCanlies, Brad Bird, Ted Hughes","Eli Marienthal, Harry Connick Jr., Jennifer Aniston",English,United States,8.0,96%,85/100,movie,False,False
tt1699440,The Cat in the Hat Knows a Lot About That!,2010–2018,TV-Y,06 Sep 2010,26 min,"Animation, Adventure, Comedy",N/A,N/A,"Martin Short, Alexa Torrington, Jacob Ewaniuk",English,"Canada, United Kingdom, United States",6.4,,,series,False,False
tt0262151,Bob the Builder,1997–2018,TV-Y,15 Jan 2001,10 min,"Animation, Family",N/A,Keith Chapman,"Rob Rackstraw, Kate Harbour, Lorelei King",English,"United Kingdom, United States",5.5,,,series,False,False
tt0127388,Ninja Turtles: The Next Mutation,1997–1998,TV-Y7,12 Sep 1997,20 min,"Action, Adventure, Comedy",N/A,N/A,"Jarred Blancard, Mitchell A. Lee Yuen, Dean Choe",English,"Canada, United States",4.4,,,series,False,False
tt6963796,Dreamworks Kung Fu Panda Awesome Secrets,2008,TV-PG,N/A,30 min,"Animation, Action, Comedy",N/A,N/A,N/A,English,United States,6.4,,,series,False,False
tt13117332,LEGO Ninjago: Masters of Spinjitzu,2011,Not Rated,14 Jan 2011,44 min,"Animation, Action, Adventure","Michael Hegner, Justin Joseph Murphy","Dan Hageman, Kevin Hageman","Michael Adamthwaite, Paul Dobson, Brian Drummond, Michael Kopsa",English,United States,8.2,,,movie,False,False
tt1051904,Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family",Rob Letterman,"Darren Lemke, Scott Alexander, Larry Karaszewski","Jack Black, Dylan Minnette, Odeya Rush",English,"United States, Australia, Canada",6.3,78%,60/100,movie,False,False
tt2999390,Super Buddies,2013,G,27 Aug 2013,81 min,Family,Robert Vince,"Anna McRoberts, Paul Tamasy (characters), Robert Vince","Trey Loney, John Ratzenberger, Michael Teigen, Sam Adler",N/A,United States,4.3,,,movie,False,False
tt2392179,Pac-Man and the Ghostly Adventures,2013–2016,TV-Y7,15 Jun 2013,30 min,"Animation, Action, Comedy",N/A,N/A,"Gabriel C. Brown, Erin Mathews, Andrea Libman","English, Japanese, Spanish","United States, Japan, Canada, France",4.9,,,series,False,False
tt0371746,Iron Man,2008,PG-13,02 May 2008,126 min,"Action, Adventure, Sci-Fi",Jon Favreau,"Mark Fergus, Hawk Ostby, Art Marcum","Robert Downey Jr., Gwyneth Paltrow, Terrence Howard","English, Persian, Urdu, Arabic, Kurdish, Hindi, Hungarian","United States, Canada",7.9,94%,79/100,movie,False,False
tt4962796,Power Rangers Super Megaforce: The Legendary Battle,2015,TV-PG,11 Aug 2015,55 min,"Action, Adventure, Fantasy, Sci-Fi","Charlie Haskell, Koichi Sakamoto","Shotaro Ishinomori (characters), Seth Walther","Andrew Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson",English,United States,6.8,,,movie,False,False
tt1307510,Chuggington,2008–2021,N/A,19 Feb 2010,N/A,"Animation, Family",N/A,N/A,"Brigid Harrington, Imogen Bailey, Tony Terraciano",English,United Kingdom,5.9,,,series,False,False
tt3807034,The Adventures of Puss in Boots,2015–2018,TV-Y7,16 Jan 2015,23 min,"Animation, Action, Adventure",N/A,N/A,"Eric Bauza, Jayma Mays, Grey Griffin",English,United States,6.7,,,series,False,False
tt3441810,Some Assembly Required,2014–,TV-G,06 Jan 2014,N/A,"Comedy, Family",N/A,N/A,"Kolton Stewart, Harrison Houde, Sydney Scotia",English,Canada,3.7,,,series,False,False
tt6035850,Kulipari: An Army of Frogs,2016,TV-Y7,02 Sep 2016,20 min,"Animation, Action, Fantasy",N/A,Trevor Pryce,"Charlie Adler, Lacey Chabert, Keith David",English,United States,7.0,,,series,False,False
tt3604232,Transformers: Robots in Disguise,2014–2020,TV-Y7,14 Mar 2015,22 min,"Animation, Action, Adventure",N/A,"Adam Beechen, Duane Capizzi, Jeff Kline","Khary Payton, Mitchell Whitfield, Will Friedle",English,United States,5.9,,,series,False,False
tt4763642,Robocar Poli,2011–,TV-Y,28 Feb 2011,11 min,"Animation, Adventure, Comedy",N/A,N/A,"Kate Bristol, Julie-Ann Dean, Jason Griffith",Korean,South Korea,6.7,,,series,False,False
tt5075942,Lego Bionicle: The Journey to One,2016,N/A,04 Mar 2016,22 min,"Animation, Action, Adventure",N/A,N/A,"William Jordan, Nolan Balzer, Paolo Bryant",English,United States,5.6,,,series,False,False
tt5580664,Voltron: Legendary Defender,2016–2018,TV-Y7-FV,10 Jun 2016,23 min,"Animation, Action, Adventure",N/A,N/A,"Jeremy Shada, Bex Taylor-Klaus, Tyler Labine","English, Italian",United States,8.1,,,series,False,False
tt6591468,Buddy Thunderstruck,2017,TV-PG,10 Mar 2017,24 min,"Animation, Action, Comedy",N/A,Ryan Wiesbrock,"Brian Atkinson, Debi Derryberry, Philip Maurice Hayes",English,United States,7.8,,,series,False,False
tt0075925,The Deep,1977,PG,17 Jun 1977,123 min,"Adventure, Mystery, Thriller",Peter Yates,"Peter Benchley, Tracy Keenan Wynn","Jacqueline Bisset, Nick Nolte, Dick Anthony Williams","English, French","United Kingdom, United States",6.2,48%,41/100,movie,False,False
tt5916218,Skylanders Academy,2016–2018,TV-Y7,28 Oct 2016,25 min,"Animation, Short, Action",N/A,Eric Rogers,"Justin Long, Ashley Tisdale, Jonathan Banks","English, Spanish, German, French, Mandarin, Korean","South Korea, United States",6.6,,,series,False,False
tt6332994,Growing Up Wild,2016,G,08 Dec 2016,78 min,Documentary,"Mark Linfield, Keith Scholey","David Fowler, Simon Nash",Daveed Diggs,English,United States,7.2,,,movie,False,False
tt0110366,The Little Rascals,1994,PG,05 Aug 1994,82 min,"Comedy, Family, Romance",Penelope Spheeris,"Penelope Spheeris, Robert Wolterstorff, Mike Scott","Travis Tedford, Bug Hall, Brittany Ashton Holmes",English,United States,6.3,23%,45/100,movie,False,False
tt0119137,Flubber,1997,PG,26 Nov 1997,93 min,"Comedy, Family, Sci-Fi",Les Mayfield,"Samuel W. Taylor, John Hughes, Bill Walsh","Robin Williams, Marcia Gay Harden, Christopher McDonald",English,United States,5.3,24%,37/100,movie,False,False
tt0120855,Tarzan,1999,G,18 Jun 1999,88 min,"Animation, Adventure, Family","Chris Buck, Kevin Lima","Tab Murphy, Bob Tzudiker, Noni White","Tony Goldwyn, Minnie Driver, Brian Blessed",English,"United States, United Kingdom",7.3,89%,79/100,movie,False,False
tt0120917,The Emperor's New Groove,2000,G,15 Dec 2000,78 min,"Animation, Adventure, Comedy",Mark Dindal,"Chris Williams, Mark Dindal, David Reynolds","David Spade, John Goodman, Eartha Kitt",English,"United States, France",7.4,85%,70/100,movie,False,False
tt0275847,Lilo & Stitch,2002,PG,21 Jun 2002,92 min,"Animation, Adventure, Comedy","Dean DeBlois, Chris Sanders","Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere","English, Hawaiian",United States,7.3,86%,73/100,movie,False,False
tt0331632,Scooby-Doo 2: Monsters Unleashed,2004,PG,26 Mar 2004,93 min,"Adventure, Comedy, Family",Raja Gosnell,"William Hanna, Joseph Barbera, James Gunn","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard",English,"United States, Canada",5.1,22%,34/100,movie,False,False
tt1509767,The Three Musketeers,2011,PG-13,21 Oct 2011,110 min,"Action, Adventure, Fantasy",Paul W.S. Anderson,"Alex Litvak, Andrew Davies, Alexandre Dumas","Logan Lerman, Matthew Macfadyen, Ray Stevenson",English,"United States, Germany, France, United Kingdom",5.7,26%,35/100,movie,False,False
tt0424279,Mickey's Twice Upon a Christmas,2004,G,09 Nov 2004,68 min,"Animation, Comedy, Family, Fantasy","Theresa Cullen, Carole Holliday, Peggy Holmes, Matthew O'Callaghan","Bill Motz (screenplay), Bob Roth (screenplay), Peggy Holmes (screenplay), Peggy Holmes (story), Chad Fiveash (screenplay: segment ""Christmas: Impossible""), James Patrick Stoteraux (screenplay), Matthew O'Callaghan (screenplay), Chad Fiveash (story: segment ""Christmas: Impossible""), James Patrick Stoteraux (story), Bill Motz (screenplay), Bob Roth (screenplay), Shirley Pierce (screenplay), Theresa Cullen (story), Jim Peronto (screenplay), Carole Holliday (screenplay), Carole Holliday (story), Michael Shipley (screenplay), Jim Bernstein (screenplay), Shirley Pierce (screenplay), Colin Goldman (story), Matthew O'Callaghan (story), Robin Kingsland","Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings",English,United States,6.5,,,movie,False,False
tt0395699,The Pacifier,2005,PG,04 Mar 2005,95 min,"Action, Comedy, Drama",Adam Shankman,"Thomas Lennon, Robert Ben Garant","Vin Diesel, Brittany Snow, Max Thieriot","English, Korean","Canada, United States",5.6,21%,30/100,movie,False,False
tt0389790,Bee Movie,2007,PG,02 Nov 2007,91 min,"Animation, Adventure, Comedy","Simon J. Smith, Steve Hickner","Jerry Seinfeld, Spike Feresten, Barry Marder","Jerry Seinfeld, Renée Zellweger, Matthew Broderick",English,United States,6.1,49%,54/100,movie,False,False
tt0441773,Kung Fu Panda,2008,PG,06 Jun 2008,92 min,"Animation, Action, Adventure","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Ian McShane, Angelina Jolie",English,"United States, China",7.6,87%,74/100,movie,False,False
tt1105469,Super Why!,2007–2016,TV-Y,03 Sep 2007,30 min,"Animation, Family",N/A,"Angela Santomero, Samantha Freeman Alpert, Traci Paige Johnson","Siera Florindo, Tajja Isen, Zachary Bloch",English,"Canada, United States",6.0,,,series,False,False
tt1865769,Jessie,2011–2015,TV-G,30 Sep 2011,30 min,"Comedy, Family",N/A,"Pamela Eells, Phil Baker, Drew Vaupen","Debby Ryan, Peyton List, Cameron Boyce",English,United States,6.0,,,series,False,False
tt1991564,Lab Rats,2012–2016,TV-Y7,27 Feb 2012,22 min,"Action, Comedy, Drama",N/A,"Bryan Moore, Chris Peterson","William Brent, Spencer Boldman, Kelli Berglund",English,United States,6.6,,,series,False,False
tt0487849,Pocoyo,2005–,TV-Y,23 Jul 2011,7 min,"Animation, Comedy, Family",N/A,"David Cantolla, Luis Gallego, Guillermo Garcia","Stephen Fry, Alex Marty, Montana Smedley",Spanish,"Spain, United Kingdom",7.4,,,series,False,False
tt1710177,The Octonauts,2010–,TV-Y,04 Oct 2010,11 min,Animation,N/A,N/A,"Ross Breen, Keith Wickham, Jo Wyatt",English,"United States, Ireland, United Kingdom, India",7.6,,,series,False,False
tt4816058,Dragons: Race to the Edge,2015–2018,TV-Y7-FV,26 Jun 2015,22 min,"Animation, Action, Adventure",N/A,N/A,"Jay Baruchel, America Ferrera, Zack Pearlman",English,United States,8.3,,,series,False,False
tt3040470,Mother Goose Club,2009–,N/A,10 Aug 2010,33 min,Family,N/A,N/A,"Joseph Lopez, Liam Remick, Ivy Rhodes",English,United States,7.4,,,series,False,False
tt0756522,Little Einsteins,2005–2010,TV-Y,09 Oct 2005,30 min,"Animation, Adventure, Comedy",N/A,"Eric Weiner, Douglas Wood","David Jason, Aiden Pompey, Jesse Schwartz",English,United States,6.3,,,series,False,False
tt2510894,Hotel Transylvania 2,2015,PG,25 Sep 2015,89 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham","Adam Sandler, Andy Samberg, Selena Gomez",English,"United States, Canada, South Korea",6.7,55%,44/100,movie,False,False
tt5193172,Dawn of the Croods,2015–2017,TV-Y7,24 Dec 2015,23 min,"Animation, Short, Adventure",N/A,N/A,"Dan Milano, A.J. LoCascio, Laraine Newman",English,United States,6.0,,,series,False,False
tt2267968,Kung Fu Panda 3,2016,PG,29 Jan 2016,95 min,"Animation, Action, Adventure","Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger, Ethan Reiff","Jack Black, Bryan Cranston, Dustin Hoffman",English,"United States, China",7.1,87%,66/100,movie,False,False
tt5759196,Home: Adventures with Tip & Oh,2016–2018,TV-Y7,29 Jul 2016,23 min,"Animation, Short, Adventure",N/A,"Ryan Crego, Thurop Van Orman","Rachel Crow, Mark Whitten, Ana Ortiz",English,United States,6.0,,,series,False,False
tt4938374,Open Season: Scared Silly!,2015,PG,08 Mar 2016,84 min,"Animation, Adventure, Comedy, Family, Horror",David Feiss,"Carlos Kotkin, John B. Carls (based on original characters created by), Steve Moore (based on original characters created by), Jill Culton (based on original characters created by), Anthony Stacchi (based on original characters created by), Steve Barr (story), David Feiss (story), Stephan Franck (story), Paul McEvoy (story), John Norton (story), Kris Pearn (story)","Will Townsend, Donny Lucas, Melissa Sturm, Trevor Devall",English,"USA, Canada",5.1,,,movie,False,False
tt4431254,The Land Before Time XIV: Journey of the Brave,2016,G,02 Feb 2016,82 min,"Animation, Adventure, Family, Musical","Davis Doi, Tony Tulipano, Sheldon Arnst, Jessie Hsiung, Bunis Yang","Cliff Ruby (screenplay by), Elana Lesser (screenplay by), Judy Freudberg (based on characters created by), Tony Geiss (based on characters created by)","Tony Amendola, Felix Avitia, Issac Ryan Brown, Meghan Strange",English,N/A,6.0,,,movie,False,False
tt2567026,Alice Through the Looking Glass,2016,PG,27 May 2016,113 min,"Adventure, Family, Fantasy",James Bobin,"Linda Woolverton, Lewis Carroll","Mia Wasikowska, Johnny Depp, Helena Bonham Carter",English,United States,6.2,28%,34/100,movie,False,False
tt5846856,Ask the StoryBots,2016–2019,TV-Y,12 Aug 2016,24 min,"Animation, Adventure, Comedy",N/A,N/A,"Judy Greer, Erin Fitzgerald, Fred Tatasciore",English,United States,8.4,,,series,False,False
tt7335104,Goldie,2019,TV-MA,21 Feb 2020,88 min,Drama,Sam de Jong,"Angel Gardner, Sam de Jong","Slick Woods, George Sample III, Danny Hoch",English,United States,5.8,,72/100,movie,False,False
tt11460334,Little Baby Bum: Nursery Rhyme Friends,2016–2019,N/A,16 May 2016,60 min,"Animation, Family, Music",N/A,N/A,"María Esnoz, Aaron Marsden, Chloe Marsden",English,United Kingdom,6.7,,,series,False,False
tt3270208,Tayo the Little Bus,2010–2019,N/A,23 Aug 2010,N/A,"Animation, Comedy, Family",N/A,N/A,"Jul Kohler, Patricia Kalis, Aramis Merlin","Indonesian, Japanese, Korean, English",South Korea,5.4,,,series,False,False
tt0120587,Antz,1998,PG,02 Oct 1998,83 min,"Animation, Adventure, Comedy","Eric Darnell, Tim Johnson","Todd Alcott, Chris Weitz, Paul Weitz","Woody Allen, Sharon Stone, Gene Hackman",English,"United States, United Kingdom, France",6.5,92%,72/100,movie,False,False
tt0120630,Chicken Run,2000,G,23 Jun 2000,84 min,"Animation, Adventure, Comedy","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels",English,"United States, United Kingdom, France, Ireland",7.0,97%,88/100,movie,False,False
tt0338459,Spy Kids 3: Game Over,2003,PG,25 Jul 2003,84 min,"Action, Adventure, Comedy",Robert Rodriguez,Robert Rodriguez,"Daryl Sabara, Alexa PenaVega, Antonio Banderas",English,United States,4.3,45%,57/100,movie,False,False
