imdb_id,platform_id
tt8959856,P02
tt8980868,P02
tt9073722,P02
tt9073746,P02
tt9073748,P02
tt9154632,P02
tt9165688,P02
tt9165706,P02
tt9236264,P02
tt9269852,P02
tt9277788,P02
tt9297164,P02
tt9331982,P02
tt9536832,P02
tt9536836,P02
tt9536846,P02
tt9536850,P02
tt9695266,P02
tt9782756,P02
tt9822474,P02
